Scheme_Code,Scheme_Name,Fund_House,Scheme_Type,Scheme_Category,Expense,AUM,MoneyControl_Link,CrisilRank,FundManagers,Age,3M Ret,1Y Ret,3Y Ret,5Y Ret,Ret Inception,Sharpe Ratio,Sortino Ratio,Info Ratio,Beta,Alpha,R-Squared,Pos_Year%,Year,Inception_Date,Volatility,Rel_MaxDD,Roll_Ret_1Y,Roll_Ret_3Y,Roll_Ret_Inception,Prob_10Pct,NumStocks,Top5_Pct,Top10_Pct,Top3_Sector,Equity_Holding,F&O_Holding,Foreign_Holding,NumDebts,Modified_Duration,YTM,GT_1PCT,GT_3PCT,GT_5PCT,LT_NEG_1PCT,LT_NEG_3PCT,LT_NEG_5PCT,POS_PCT,GT_NIFTY_UP,GT_NIFTY_DOWN,NIFTY_CORR,PCT_GT_NIFTY
100354,ICICI Prudential Long Term Equity Fund,ICICI Prudential,Equity,ELSS,1.79%,10599.93,https://www.moneycontrol.com/mutual-funds/icici-prudential-long-term-equity-fund-tax-saving-/portfolio-overview/MPI007,3 Stars,Harish Bihani|Sharmila D’mello,17.21,8.99,16.2,24.89,11.92,12.3,1.21,1.68,0.01,0.84,0.05,0.77,88.89,2006,2006-04-02,14.87,1.0034474706786305,4.09,20.8,14.95,0.6030361509752225,48,28.31%,47.67%,32.01%,90.92,0.00,0.00,0,0.0,0.0,13.69,0.75,0.07,11.44,0.9,0.3,55.8,41.57,63.95,0.9232536992141364,51.83
103339,Kotak Tax Saver Fund,Kotak,Equity,ELSS,1.86%,3687.18,https://www.moneycontrol.com/mutual-funds/kotak-tax-saver-regular-plan/portfolio-overview/MKM081,4 Stars,Harsha Upadhyaya,17.21,7.07,20.81,26.52,14.29,11.32,1.32,1.82,0.02,0.79,0.08,0.73,77.78,2006,2006-04-03,14.55,1.0095710684975079,7.58,22.08,14.19,0.5819214436127711,59,24.54%,39.86%,27.18%,98.03,0.00,0.00,0,0.0,0.0,11.97,0.6,0.22,10.7,1.2,0.3,56.84,35.77,66.07,0.9239514006641817,49.66
135784,Mirae Asset Tax Saver Fund,Mirae Asset,Equity,ELSS,1.61%,15837.7,https://www.moneycontrol.com/mutual-funds/mirae-asset-tax-saver-fund-regular-plan/portfolio-overview/MMA148,3 Stars,Neelesh Surana,7.46,7.98,15.1,27.09,14.8,17.71,1.31,1.83,0.03,0.86,0.06,0.79,75.00,2015,2015-12-29,15.15,1.0555927938960399,2.77,23.78,20.12,0.7209440072734519,65,29.43%,44.81%,36.83%,97.21,0.00,0.00,0,0.0,0.0,14.21,0.75,0.22,12.64,1.2,0.3,54.97,43.51,58.4,0.9417778896230061,50.34
133385,Motilal Oswal Long Term Equity Fund,Motilal Oswal,Equity,ELSS,1.96%,2348.76,https://www.moneycontrol.com/mutual-funds/motilal-oswal-long-term-equity-fund-regular-plan/portfolio-overview/MMO033,3 Stars,Rakesh Shetty|Aditya Khemani,8.39,9.64,26.75,25.03,10.18,13.95,1.16,1.62,0.01,0.83,0.06,0.7,88.89,2015,2015-01-22,15.56,1.2498094625821619,4.12,18.89,14.99,0.6136864908699142,30,29.09%,50.24%,33.11%,99.94,0.00,0.00,0,0.0,0.0,14.21,0.75,0.22,12.27,1.27,0.3,55.72,38.12,60.36,0.901590271314263,48.32
103196,Nippon India Tax Saver Fund,Nippon India,Equity,ELSS,1.74%,11685.63,https://www.moneycontrol.com/mutual-funds/nippon-india-tax-saver-elss-fund/portfolio-overview/MRC101,3 Stars,Kinjal Desai|Ashutosh Bhargava|Rupesh Patel|Akshay Sharma,17.21,7.0,17.64,27.53,7.68,11.45,1.26,1.78,0.03,0.91,0.06,0.79,72.22,2006,2006-04-03,16.02,0.9934967610134195,6.71,19.94,14.47,0.5859331087566995,56,31.37%,46.3%,32.18%,98.78,0.00,0.00,0,0.0,0.0,16.68,1.27,0.15,15.56,1.5,0.3,52.95,46.27,50.08,0.8951032364351218,48.02
100175,Quant Tax Plan,Quant,Equity,ELSS,2.32%,3533.36,https://www.moneycontrol.com/mutual-funds/quant-tax-plan/portfolio-overview/MES003,5 Stars,Anikt Pande|Vasav Sahgal,17.21,6.74,15.31,41.72,21.99,11.39,1.67,2.31,0.07,0.84,0.18,0.49,72.22,2006,2006-04-03,18.81,1.0652791799500163,11.18,41.72,14.17,0.5816949404174394,36,39.65%,63.63%,28.5%,93.70,0.00,0.00,0,0.0,0.0,17.95,0.82,0.22,13.99,1.8,0.45,56.32,46.41,57.75,0.7912807641216338,51.61
105628,SBI Long Term Equity Fund,SBI,Equity,ELSS,1.79%,12998.19,https://www.moneycontrol.com/mutual-funds/sbi-long-term-equity-fund-regular-plan/portfolio-overview/MSB093,4 Stars,Dinesh Balachandran,16.11,10.5,25.13,28.28,13.08,11.88,1.39,1.91,0.03,0.81,0.08,0.73,82.35,2007,2007-05-07,14.85,0.962947368329378,8.72,22.55,12.49,0.5513008917128377,61,20.26%,35.97%,24.45%,92.84,0.00,0.00,0,0.0,0.0,13.61,0.75,0.07,11.89,1.05,0.22,56.77,40.75,61.17,0.9138485384968539,50.11
132757,Tata India Tax Savings Fund,Tata,Equity,ELSS,1.89%,3252.84,https://www.moneycontrol.com/mutual-funds/tata-india-tax-savings-fund-regular-plan/portfolio-overview/MTA1113,3 Stars,Tejas Gutka,8.67,6.58,17.39,24.5,11.79,14.1,1.13,1.59,0.01,0.89,0.04,0.79,90.00,2014,2014-10-14,15.62,0.9672091556338406,7.05,20.42,14.79,0.6095571205628367,52,27.74%,44.29%,33.52%,97.20,0.00,0.00,0,0.0,0.0,15.18,0.9,0.3,12.34,1.35,0.3,54.9,41.99,59.38,0.940093630501954,49.96
103166,Aditya Birla Sun Life Flexi Cap Fund,Aditya Birla,Equity,Flexi Cap,1.72%,16455.28,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-flexi-cap-fund/portfolio-overview/MAC006,3 Stars,Vinod Bhat|Anil Shah,17.21,8.0,15.86,23.53,10.64,12.62,1.1,1.52,0.0,0.85,0.04,0.76,77.78,2006,2006-04-03,15.29,1.1623760068451325,0.89,19.62,15.58,0.60521073794389,71,30.67%,47.16%,41.44%,98.64,0.00,0.00,0,0.0,0.0,14.37,0.67,0.22,12.28,1.27,0.3,55.99,42.88,58.08,0.9315650599992682,49.85
141927,Axis Flexi Cap Fund,Axis,Equity,Flexi Cap,1.74%,11041.8,https://www.moneycontrol.com/mutual-funds/axis-flexicap-fund-regular-plan/portfolio-overview/MAA739,1 Star,Shreyash Devalkar|Vinayak Jayanath,5.55,9.45,12.52,18.39,11.08,12.44,0.86,1.19,-0.04,0.83,-0.0,0.77,85.71,2017,2017-11-24,15.13,1.3387670603776094,-3.4,15.95,14.59,,60,33.95%,48.2%,37.76%,91.54,0.00,0.00,4,0.00,-,12.57,0.75,0.22,10.1,0.9,0.3,52.51,32.6,70.64,0.9213564590576359,50.04
101922,Canara Robeco Flexi Cap Fund,Canara Robeco,Equity,Flexi Cap,1.71%,9464.06,https://www.moneycontrol.com/mutual-funds/canara-robeco-flexi-cap-fund-regular-plan/portfolio-overview/MCA022,3 Stars,Shridatta Bhandwaldar,17.21,8.25,16.13,22.95,13.3,13.17,1.12,1.56,0.0,0.83,0.04,0.79,72.22,2006,2006-04-03,14.57,1.1004581778636504,2.06,20.71,16.49,0.6232324991840853,56,29.54%,44.52%,37.42%,94.96,0.00,0.00,0,0.0,0.0,11.67,0.82,0.22,11.22,0.9,0.3,55.42,33.01,70.64,0.94479704390801,50.26
105875,DSP Flexi Cap Fund,DSP,Equity,Flexi Cap,1.79%,8191.48,https://www.moneycontrol.com/mutual-funds/dsp-flexi-cap-fund-regular-plan/portfolio-overview/MDS078,3 Stars,Atul Bhole|Dhaval Gada,16.02,9.91,21.14,23.36,12.83,13.25,1.12,1.54,0.0,0.82,0.05,0.73,64.71,2007,2007-06-08,14.94,1.329057209051136,-0.12,19.37,14.13,0.5855518098550366,54,30.82%,44.28%,35.2%,97.00,0.00,0.00,0,0.0,0.0,14.21,0.75,0.22,12.04,1.12,0.3,55.8,38.4,62.32,0.9145510723020369,49.36
101762,HDFC Flexi Cap Fund,HDFC,Equity,Flexi Cap,1.61%,33221.69,https://www.moneycontrol.com/mutual-funds/hdfc-flexi-cap-fund/portfolio-overview/MZU001,5 Stars,Roshi Jain,17.21,8.37,23.88,32.69,14.71,14.24,1.48,2.09,0.06,0.87,0.11,0.7,77.78,2006,2006-04-03,16.38,0.7368670667217961,15.7,24.94,16.97,0.6293662350501127,46,30.35%,51.4%,36.68%,91.87,0.00,0.00,0,0.0,0.0,17.65,0.97,0.22,13.84,1.5,0.3,54.9,48.34,51.55,0.9015595345804425,49.81
148989,ICICI Prudential Flexi Cap Fund,ICICI Prudential,Equity,Flexi Cap,1.72%,11451.69,https://www.moneycontrol.com/mutual-funds/icici-prudential-flexicap-fund-regular-plan/portfolio-overview/MPI4504,Not Rated,Sharmila D’mello|Rajat Chandak,1.9,9.88,19.81,,,,,,0.01,0.71,0.05,0.67,100.00,2021,2021-07-19,,0.8254511626115109,,,,,50,40.56%,58.24%,37.3%,97.21,0.00,0.00,2,0.02,6.31,9.83,0.0,0.0,8.76,0.21,0.0,50.43,26.34,77.78,0.8091264974501652,51.07
112090,Kotak Flexi Cap Fund,Kotak,Equity,Flexi Cap,1.55%,37216.56,https://www.moneycontrol.com/mutual-funds/kotak-flexicap-fund-regular-plan/portfolio-overview/MKM311,3 Stars,Harsha Upadhyaya,13.75,7.82,18.82,22.34,11.32,13.79,1.03,1.42,-0.0,0.87,0.03,0.77,86.67,2009,2009-09-17,15.44,1.0267056378968986,5.32,18.35,15.24,0.6288211502090775,49,29.46%,51.92%,35.07%,98.91,0.00,0.00,0,0.0,0.0,14.22,0.82,0.3,11.45,1.2,0.37,55.39,40.47,58.99,0.9400127446108971,48.95
129048,Motilal Oswal Flexi Cap Fund,Motilal Oswal,Equity,Flexi Cap,1.79%,8435.46,https://www.moneycontrol.com/mutual-funds/motilal-oswal-flexi-cap-fund-regular-plan/portfolio-overview/MMO029,1 Star,Niket Shah|Rakesh Shetty|Siddharth Bothra,9.13,9.28,15.66,16.47,5.51,15.12,0.71,0.97,-0.04,0.83,-0.02,0.73,80.00,2014,2014-04-29,15.25,1.2424570162364847,-1.49,12.13,13.21,0.5747974783335329,31,38.02%,57.96%,38.72%,92.86,0.00,0.00,0,0.0,0.0,12.64,0.9,0.22,11.67,1.27,0.37,53.55,38.81,62.15,0.9200112230612402,49.51
149089,Nippon India Flexi Cap Fund,Nippon India,Equity,Flexi Cap,1.86%,4306.92,https://www.moneycontrol.com/mutual-funds/nippon-india-flexi-cap-fund-regular-plan/portfolio-overview/MRC2887,Not Rated,Kinjal Desai|Nikhil Rungta|Meenakshi Dawar|Dhrumil Shah|Akshay Sharma,1.82,9.09,13.99,,,,,,0.0,0.84,0.02,0.66,66.67,2021,2021-08-18,,1.0942066051046946,,,,,79,25.51%,39.02%,31.07%,97.30,0.00,0.00,0,0.0,0.0,12.98,0.22,0.0,11.63,1.12,0.0,55.03,35.37,65.6,0.8128671760119301,50.11
122640,Parag Parikh Flexi Cap Fund,Parag Parikh,Equity,Flexi Cap,1.52%,35964.51,https://www.moneycontrol.com/mutual-funds/parag-parikh-flexi-cap-fund-regular-plan/portfolio-overview/MPP001,Not Rated,Rajeev Thakkar|Raunak Onkar|Rukun Tarachandani|Raj Mehta,10.05,10.21,19.21,27.8,17.46,18.81,1.46,2.1,0.02,0.6,0.12,0.47,81.82,2013,2013-05-28,13.79,1.0443737130739108,2.41,26.14,19.65,0.7793950254957214,39,34.03%,58.03%,37.38%,67.65,0.00,18.26,7,4.60,-,9.8,0.37,0.07,8.6,0.52,0.15,57.52,31.49,75.69,0.7504080220524102,51.76
133836,PGIM India Flexi Cap,PGIM,Equity,Flexi Cap,1.8%,5715.96,https://www.moneycontrol.com/mutual-funds/pgim-india-flexi-cap-fund-regular-plan/portfolio-overview/MPA157,4 Stars,A. Anandha Padmanabhan|Vinay Paharia|Puneet Pal|Ojasvi Khicha,8.27,8.08,15.19,28.05,15.08,13.53,1.39,1.92,0.02,0.81,0.08,0.7,66.67,2015,2015-03-09,15.22,1.3628233302754278,-1.27,26.68,16.47,0.6471732444135172,51,30.82%,45.11%,29.1%,96.84,0.00,0.00,1,0.00,-,13.84,0.75,0.22,12.49,1.27,0.3,54.75,40.06,62.64,0.910165463460727,50.41
109830,Quant Flexi Cap Fund,Quant,Equity,Flexi Cap,2.33%,1333.54,https://www.moneycontrol.com/mutual-funds/quant-flexi-cap-fund-regular-plan/portfolio-overview/MES033,Not Rated,Sandeep Tandon|Anikt Pande|Vasav Sahgal|Sanjeev Sharma,14.65,7.07,19.95,39.86,19.35,13.89,1.69,2.35,0.06,0.78,0.18,0.47,68.75,2008,2008-10-20,17.75,1.0391492396851956,9.37,39.77,14.67,0.5973787563479849,34,33.75%,52.57%,26.18%,85.68,0.23,0.00,2,0.00,-,16.16,0.75,0.22,13.69,1.42,0.37,55.95,41.99,61.66,0.7652134615775771,51.01
103215,SBI Flexi Cap Fund,SBI,Equity,Flexi Cap,1.78%,17056.0,https://www.moneycontrol.com/mutual-funds/sbi-flexicap-fund-regular-plan/portfolio-overview/MSB074,3 Stars,R. Srinivasan|Mohit Jain,17.21,9.11,14.96,24.38,11.18,11.0,1.21,1.67,0.01,0.8,0.06,0.76,77.78,2006,2006-04-03,14.41,0.971421121923456,2.7,19.08,13.62,0.571008442941811,56,28.4%,42.68%,33.15%,92.84,0.00,4.24,1,0.00,-,12.19,0.82,0.07,11.07,1.05,0.3,55.5,36.46,67.37,0.9259160724085252,50.64
144548,Tata Flexi Cap Fund,Tata,Equity,Flexi Cap,2.03%,2230.08,https://www.moneycontrol.com/mutual-funds/tata-flexi-cap-fund-regular-plan/portfolio-overview/MTA1329,2 Stars,Amey Sathe|Abhinav Sharma,4.76,9.88,13.48,19.51,,,0.94,1.28,-0.03,0.78,0.02,0.74,83.33,2018,2018-09-10,14.21,1.0685440141204356,0.6,16.32,14.36,,51,26.28%,40.04%,36.38%,95.02,0.00,0.00,0,0.0,0.0,12.01,0.86,0.26,10.46,0.94,0.34,55.4,31.96,70.2,0.9200141935438133,49.57
100669,UTI Flexi CAP Fund,UTI,Equity,Flexi Cap,1.62%,25318.47,https://www.moneycontrol.com/mutual-funds/uti-flexi-cap-fund-regular-plan/portfolio-overview/MUT009,2 Stars,Ajay Tyagi,17.21,9.21,12.12,22.12,11.77,12.73,1.04,1.44,-0.0,0.8,0.04,0.7,77.78,2006,2006-04-03,15.03,1.4704657636439802,-5.76,20.54,15.69,0.6233120318566505,61,26.57%,43.08%,35.31%,95.65,0.00,0.00,2,0.00,-,14.45,0.52,0.15,11.3,0.97,0.3,56.59,36.88,67.48,0.9005600792594323,50.9
103309,Aditya Birla Sunlife Focused Equity Fund,Aditya Birla,Equity,Focused,1.86%,5987.59,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-focused-equity-fund/portfolio-overview/MBS089,3 Stars,Dhaval Joshi|Kunal Sangoi,17.21,7.78,14.31,22.18,10.92,11.84,1.05,1.47,-0.01,0.85,0.03,0.8,72.22,2006,2006-04-03,14.97,0.9904285914233901,2.9,18.6,14.53,0.5911161589618152,29,36.11%,56.43%,37.89%,94.11,0.00,0.00,0,0.0,0.0,14.07,0.75,0.15,11.38,1.05,0.22,54.42,39.28,60.2,0.9458170009775457,48.88
117560,Axis Focused 25 Fund,Axis,Equity,Focused,1.7%,15680.15,https://www.moneycontrol.com/mutual-funds/axis-focused-25-fund-regular-plan/portfolio-overview/MAA169,1 Star,Jinesh Gopani|Vinayak Jayanath,10.95,12.01,8.77,16.23,8.04,14.34,0.67,0.94,-0.04,0.88,-0.03,0.73,91.67,2012,2012-07-05,16.28,1.6514725257253995,-9.18,13.88,15.86,0.6392473394302786,39,37.63%,59.87%,34.85%,83.43,13.41,0.00,4,0.00,-,14.29,0.9,0.15,12.42,1.2,0.37,52.88,41.02,61.83,0.9041020231578627,50.56
148884,Canara Robeco Focused Equity Fund,Canara Robeco,Equity,Focused,2.01%,1810.84,https://www.moneycontrol.com/mutual-funds/canara-robeco-focused-equity-fund-regular-plan/portfolio-overview/MCA323,Not Rated,Amit Kadam|Shridatta Bhandwaldar,2.07,8.31,19.75,,,,,,0.01,0.78,0.04,0.69,100.00,2021,2021-05-18,,1.0884276491853122,,,,,30,34.9%,54.67%,36.39%,94.92,0.00,0.00,0,0.0,0.0,10.55,0.0,0.0,8.59,0.2,0.0,49.61,35.07,70.08,0.823047162319069,51.76
112901,DSP Focused Fund,DSP,Equity,Focused,2.12%,1839.27,https://www.moneycontrol.com/mutual-funds/dsp-focus-fund-regular-plan/portfolio-overview/MDS281,2 Stars,Vinit Sambre|Jay Kothari,13.0,9.5,17.0,19.68,9.17,10.29,0.96,1.34,-0.02,0.75,0.03,0.71,71.43,2010,2010-06-15,13.96,1.192313065668904,-0.42,15.25,11.74,0.5410504866118744,28,32.33%,53.13%,42.29%,96.76,0.00,0.00,0,0.0,0.0,13.54,0.97,0.22,12.72,1.05,0.37,55.05,39.5,57.75,0.9242299798204067,47.87
105817,Franklin India Focused Fund,Franklin ,Equity,Focused,1.79%,8586.49,https://www.moneycontrol.com/mutual-funds/franklin-india-focused-equity-fund/portfolio-overview/MTE117,4 Stars,Sandeep Manam|Ajay Argal|Varun Sharma,15.89,7.19,19.55,27.87,13.69,13.79,1.23,1.72,0.03,0.89,0.07,0.69,82.35,2007,2007-07-27,16.81,0.933533219982763,8.81,24.04,16.01,0.6149771713907064,28,35.13%,56.24%,42.53%,95.50,0.00,0.00,0,0.0,0.0,16.08,0.82,0.22,13.16,1.42,0.37,53.63,43.92,55.14,0.8780150819388101,49.07
102760,HDFC Focused 30 Fund,HDFC,Equity,Focused,1.81%,4379.74,https://www.moneycontrol.com/mutual-funds/hdfc-focused-30-fund/portfolio-overview/MHD044,5 Stars,Roshi Jain,17.21,7.94,24.67,32.6,12.56,11.1,1.58,2.27,0.06,0.83,0.12,0.72,77.78,2006,2006-04-03,15.27,0.663101511430719,18.68,24.92,13.73,0.5714312937155936,28,29.78%,49.55%,35.94%,83.24,0.00,0.00,0,0.0,0.0,15.18,0.97,0.15,13.31,1.42,0.3,53.55,42.96,55.63,0.8999328149789835,48.77
111957,ICICI Prudential Focused Equity Fund,ICICI Prudential,Equity,Focused,1.89%,4294.3,https://www.moneycontrol.com/mutual-funds/icici-prudential-focused-equity-fund-retail-plan/portfolio-overview/MPI643,5 Stars,Anish Tawakley|Vaibhav Dusad|Sharmila D’mello,14.04,9.5,20.09,25.52,13.48,13.49,1.25,1.74,0.01,0.81,0.06,0.72,80.00,2009,2009-06-03,15.02,0.9176449862360347,7.86,24.02,14.07,0.5991237086356342,31,35.91%,55.04%,26.88%,94.74,-0.01,0.00,1,0.06,6.76,13.01,0.67,0.15,11.07,0.75,0.22,54.23,38.26,67.37,0.877146794695654,51.61
147203,Mirae Asset Focused Fund,Mirae Asset,Equity,Focused,1.74%,8994.7,https://www.moneycontrol.com/mutual-funds/mirae-asset-focused-fund-regular-plan/portfolio-overview/MMA171,2 Stars,Gaurav Misra,4.08,6.75,9.57,25.23,,,1.22,1.71,0.01,0.82,0.06,0.73,80.00,2019,2019-05-15,14.97,1.1589869424434813,-1.53,22.7,22.71,,29,37.01%,54.85%,39.01%,93.81,0.00,0.00,0,0.0,0.0,14.61,1.09,0.3,12.43,1.39,0.5,55.96,40.15,65.07,0.9252027425856492,51.49
104637,Nippon India Focused Equity Fund,Nippon India,Equity,Focused,1.89%,6358.9,https://www.moneycontrol.com/mutual-funds/nippon-india-focused-equity-fund/portfolio-overview/MRC110,4 Stars,Kinjal Desai|Prateek  Poddar|Vinay Sharma|Akshay Sharma,16.47,8.04,15.44,29.9,12.55,14.11,1.36,1.92,0.04,0.89,0.08,0.73,82.35,2006,2006-12-27,16.25,0.924950643522323,7.39,25.45,15.64,0.6200800584387565,29,28.04%,47.25%,26.91%,90.40,0.00,0.00,0,0.0,0.0,15.26,0.97,0.22,13.46,1.35,0.22,55.57,44.34,56.44,0.9053266104931381,49.89
109275,Quant Focused Fund,Quant,Equity,Focused,2.32%,266.74,https://www.moneycontrol.com/mutual-funds/quant-focused-fund/portfolio-overview/MES031,4 Stars,Anikt Pande|Vasav Sahgal|Sanjeev Sharma,14.8,6.83,13.51,26.46,12.87,11.87,1.13,1.55,0.01,0.81,0.07,0.54,75.00,2008,2008-08-29,17.34,0.9579590547222849,7.46,25.62,17.54,0.6509402100850412,24,42.78%,67.05%,29.86%,84.29,5.07,0.00,1,0.00,-,15.11,0.75,0.3,13.39,1.65,0.45,55.35,41.16,59.38,0.8164780938189364,49.51
102756,SBI Focussed Equity Fund,SBI,Equity,Focused,1.7%,28665.72,https://www.moneycontrol.com/mutual-funds/sbi-focused-equity-fund/portfolio-overview/MSB059,2 Stars,Rama Iyer Srinivisan|Mohit Jain,17.21,10.61,14.67,21.74,12.08,13.71,1.15,1.64,-0.01,0.66,0.06,0.63,72.22,2006,2006-04-03,13.04,1.301560916465031,-1.47,18.56,16.79,0.6323739478509758,24,33.47%,57.8%,37.97%,85.67,0.00,7.13,1,1.56,-,10.85,0.67,0.07,8.75,0.6,0.15,55.57,34.39,72.27,0.8708353819207432,51.76
147760,Tata Focused Equity Fund,Tata,Equity,Focused,2.1%,1297.88,https://www.moneycontrol.com/mutual-funds/tata-focused-equity-fund-regular-plan/portfolio-overview/MTA1359,3 Stars,Meeta Shetty|Arvindkumar K. Chetty,3.52,7.87,16.84,25.51,,,1.18,1.66,0.02,0.89,0.05,0.78,100.00,2019,2019-12-06,15.74,1.005295550327992,4.61,,,,29,38.35%,59.42%,42.8%,96.54,0.00,0.00,0,0.0,0.0,17.26,1.04,0.23,12.31,1.73,0.35,55.35,40.0,61.68,0.9367457797429221,49.83
148901,HDFC Asset Allocator FoF,HDFC,Other,FOF-Asset Allocator,1.25%,2529.87,https://www.moneycontrol.com/mutual-funds/hdfc-asset-allocator-fund-of-funds-regular-plan/portfolio-overview/MHD3469,Not Rated,Srinivasan Ramamurty|Bhagyesh Kagalkar|Anil Bamboli,2.11,6.2,16.58,,,,,,0.0,0.4,0.09,0.62,100.00,2021,2021-05-05,,0.5144561266097044,7.54,,,,,,,,,,,,,,1.35,0.0,0.0,3.27,0.0,0.0,51.73,13.92,86.64,0.7759212564763495,48.46
102137,ICICI Pru Asset Allocator FoF,ICICI Prudential,Hybrid,FOF-Asset Allocator,0.24%,19636.61,https://www.moneycontrol.com/mutual-funds/icici-prudential-asset-allocator-fund-direct-plan/portfolio-overview/MPI1169,Not Rated,Dharmesh Kakkad|Sankaran Naren|Manish Banthia,17.21,5.05,13.07,17.5,11.86,10.93,1.84,2.66,-0.02,0.3,0.11,0.62,88.89,2006,2006-04-02,6.0,0.2897944754136001,7.49,15.07,11.62,0.5592366130304909,,,,,,,,,,,2.12,0.3,0.15,2.12,0.45,0.15,58.94,9.85,94.09,0.8675412160759324,48.71
130492,DSP Global Innovation FOF,DSP,Equity,FOF-Global,2.01%,501.7,https://www.moneycontrol.com/mutual-funds/dsp-global-innovation-fund-of-fund-regular-plan/portfolio-overview/MDS1572,Not Rated,Kedar Karnik|Jay Kothari,8.81,5.07,8.57,6.72,7.44,6.77,0.15,0.22,-0.06,0.28,0.02,0.15,80.00,2014,2014-08-25,11.31,0.9154465096961414,-3.75,8.76,7.0,0.37819004504790055,,,,,,,,,,,5.81,0.31,0.0,6.04,0.08,0.0,53.53,19.94,79.9,0.42976817367101505,47.57
148929,Mirae FANG+ Fund of Funds,Mirae Asset,Equity,FOF-Global,0.65%,1479.75,https://www.moneycontrol.com/mutual-funds/mirae-asset-nyse-fang+-etf-regular-plan-/portfolio-overview/MMA216,Not Rated,Siddharth Srivastava,2.09,38.97,46.87,,,,,,0.02,0.78,0.1,0.15,66.67,2021,2021-05-11,,2.359217615951004,-12.09,,,,,,,,,,,,,,28.57,4.43,1.21,24.55,5.63,0.2,51.91,45.45,56.22,0.40497644734325433,50.5
138523,PGIM India Global Equity Opportunities Fund,PGIM India,Equity,FOF-Global,2.38%,1456.99,https://www.moneycontrol.com/mutual-funds/pgim-india-global-equity-opportunities-fund/portfolio-overview/MDE284,Not Rated,Rahul Jagwani,7.27,15.34,25.4,7.49,13.69,12.85,0.19,0.27,-0.03,0.42,0.02,0.07,87.50,2016,2016-03-08,25.5,2.2620540835014746,-18.44,13.95,14.69,0.5873797309033473,,,,,,,,,,,21.51,2.1,0.45,18.22,2.62,0.22,54.05,36.79,67.43,0.20198057377046535,50.82
148701,Axis Greater China,Axis,Equity,FOF-Global China,1.54%,136.81,https://www.moneycontrol.com/mutual-funds/axis-greater-china-equity-fund-of-fund-regular-plan/portfolio-overview/MAA916,Not Rated,Vinayak Jayanath,2.32,-3.21,-7.1,,,,,,-0.07,0.43,-0.2,0.07,0.00,2021,2021-02-16,,2.74833210465372,-12.16,,,,,,,,,,,,,,19.29,3.34,0.56,25.05,2.23,0.37,45.45,32.17,60.47,0.2791301433172059,45.45
102135,ICICI Prudential Thematic Advantage Fund,ICICI Prudential,Equity,FOF-Thematic,1.45%,1117.92,https://www.moneycontrol.com/mutual-funds/icici-prudential-thematic-advantage-fund/portfolio-overview/MPI074,Not Rated,Dharmesh Kakkad|Sankaran Naren|Manish Banthia,17.21,7.94,18.25,30.0,15.27,11.79,1.55,2.18,0.04,0.72,0.12,0.62,83.33,2006,2006-04-02,14.23,0.7648288392860229,6.66,27.82,13.48,0.5798939744791424,,,,,,,,,,,10.94,0.52,0.07,9.37,0.75,0.3,55.47,30.37,72.92,0.8556730383738308,49.93
149328,Nippon India Taiwan Equity Fund,Nippon India,Equity,Global,2.42%,526.29,https://www.moneycontrol.com/mutual-funds/nippon-india-taiwan-equity-fund-regular-plan/portfolio-holdings/MRC2903,Not Rated,Kinjal Desai|Akshay Sharma,1.5,15.8,1.12,,,,,,-0.02,0.62,-0.09,0.11,66.67,2021,2021-12-14,,2.2727883604792156,,,,,44,23.87%,41.57%,%,0.00,0.00,94.67,0,0.0,0.0,28.82,3.46,0.29,24.78,7.49,0.86,52.45,39.78,59.04,0.3196504076685425,48.99
100033,Aditya Birla Sun Life Equity Advantage Fund,Aditya Birla,Equity,Large & Mid Cap,1.94%,5118.74,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-equity-advantage-fund/portfolio-overview/MBS022,1 Star,Dhaval Joshi|Atul Penkar,17.21,10.02,14.82,22.22,8.77,10.63,0.98,1.34,-0.0,0.87,0.02,0.71,77.78,2006,2006-04-03,16.26,1.5895769712472552,-6.41,18.05,13.85,0.5699321289160961,63,25.11%,37.61%,33.27%,98.42,0.00,0.00,0,0.0,0.0,14.3,0.82,0.15,13.47,1.5,0.37,54.19,42.6,55.3,0.9091336679641434,48.43
145112,Axis Growth Opportunities Fund,Axis,Equity,Large & Mid Cap,1.75%,8977.31,https://www.moneycontrol.com/mutual-funds/axis-growth-opportunities-fund-regular-plan/portfolio-overview/MAA800,Not Rated,Jinesh Gopani|Vinayak Jayanath,4.63,16.79,21.55,26.63,,,1.39,1.92,0.01,0.67,0.1,0.54,83.33,2018,2018-10-26,14.26,1.389458145114719,-0.78,22.64,21.36,,84,29.4%,46.83%,46.32%,78.10,0.00,17.55,0,0.0,0.0,11.88,0.7,0.09,9.77,0.97,0.18,56.78,34.25,72.73,0.819670510328637,51.76
